Symbol,Company Name,Stock Price,Price Target,PT Diff in %,Score,Valuation,Valuation1,PT Diff in % Absolute,Score1,BG_Value,Score2,PE Ratio,PE_Market_avg,Score3,Industry,PE_Industry_group_avg,Score4,Valuation_total_score,Symbol,Company Name,EPS Growth 5Y,EPS_Industry_group_avg,PScore1,EPS_Market_avg,PScore2,Industry,Rev. Growth 5Y,Rev_Industry_group_avg,PScore3,Rev_Market_avg,PScore4,ROE,PScore5,Performance_total_score,Symbol,Company Name,Op. Income,FScore1,Current Ratio,FScore2,Industry,Debt / Equity,DE_Industry_group_avg,FScore3,DE_Market_avg,FScore4,EPS Growth 3Y,EPS Growth 5Y,FScore5,Financial_total_score,Total_Score,Max_Score,Stock_Score_Ratio (%)
DCBO,Docebo,37.79,40.0,5.85,1,Underpriced,Slightly,5.85,0,7.747267408068731,0,83.98,62.24668954248366,1,Software - Application,164.93469696969697,0,2,DCBO,Docebo,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,8.0,0,0,DCBO,Docebo,-3722000.0,0,2.96,1,Software - Application,0.02,4.053584905660378,1,2.0191649269311065,1,,,0,3,5,15,33.33
DCFC,Tritium DCFC,1.11,4.0,260.36,1,Underpriced,Significantly,260.36,1,2.4005174479365534,1,,62.24668954248366,0,Electrical Equipment & Parts,20.11842105263158,0,3,DCFC,Tritium DCFC,,13.155,0,13.162481789802287,0,Electrical Equipment & Parts,,11.652142857142858,0,13.650812124678296,0,,0,0,DCFC,Tritium DCFC,-89604000.0,0,1.24,1,Electrical Equipment & Parts,,1.16675,0,2.0191649269311065,0,,,0,1,4,15,26.67
DCGO,DocGo,9.01,12.5,38.73,1,Underpriced,Significantly,38.73,1,3.567271607738859,0,42.9,62.24668954248366,0,Medical Care Facilities,27.51,0,2,DCGO,DocGo,,8.7785,0,13.162481789802287,0,Medical Care Facilities,,6.7909375,0,13.650812124678296,0,7.7,0,0,DCGO,DocGo,4834476.0,1,2.37,1,Medical Care Facilities,0.07,4.20725,1,2.0191649269311065,1,,,0,4,6,15,40.0
DCI,Donaldson Company,61.75,62.33,0.94,1,Underpriced,Slightly,0.94,0,26.754531970251257,0,20.79,62.24668954248366,0,Specialty Industrial Machinery,42.107894736842105,0,1,DCI,Donaldson Company,21.98,12.515,1,13.162481789802287,1,Specialty Industrial Machinery,5.21,4.818548387096774,1,13.650812124678296,0,30.8,1,4,DCI,Donaldson Company,488900000.0,1,1.9,1,Specialty Industrial Machinery,0.48,1.4795714285714288,1,2.0191649269311065,1,14.86%,21.98%,1,5,10,15,66.67
DCO,Ducommun,44.24,59.0,33.36,1,Underpriced,Significantly,33.36,1,41.43108793662676,0,21.07,62.24668954248366,0,Aerospace & Defense,30.43444444444444,0,2,DCO,Ducommun,3.36,10.340967741935485,0,13.162481789802287,0,Aerospace & Defense,4.99,11.9064,0,13.650812124678296,0,5.0,0,0,DCO,Ducommun,37037000.0,1,2.84,1,Aerospace & Defense,0.54,0.8166666666666667,1,2.0191649269311065,1,-8.93%,3.36%,1,5,7,15,46.67
DCOM,Dime Community Bancshares,18.48,29.2,58.01,1,Underpriced,Significantly,58.01,1,51.43084099376575,1,4.83,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,DCOM,Dime Community Bancshares,26.34,17.076541095890413,1,13.162481789802287,1,Banks - Regional,25.02,12.27737541528239,1,13.650812124678296,1,12.8,0,4,DCOM,Dime Community Bancshares,215565000.0,1,,0,Banks - Regional,1.48,0.965042492917847,0,2.0191649269311065,1,44.48%,26.34%,0,2,9,15,60.0
DCTH,Delcath Systems,6.29,18.5,194.12,1,Underpriced,Significantly,194.12,1,10.393992596834147,1,,62.24668954248366,0,Medical Devices,1044.0974193548386,0,3,DCTH,Delcath Systems,,13.007727272727273,0,13.162481789802287,0,Medical Devices,1.91,21.801046511627906,0,13.650812124678296,0,,0,0,DCTH,Delcath Systems,-34636000.0,0,2.16,1,Medical Devices,,0.79453125,0,2.0191649269311065,0,,,0,1,4,15,26.67
DD,DuPont de Nemours,69.41,77.23,11.27,1,Underpriced,Slightly,11.27,0,121.96385599728607,1,6.12,62.24668954248366,0,Specialty Chemicals,18.675869565217397,0,2,DD,DuPont de Nemours,46.19,11.4171875,1,13.162481789802287,1,Specialty Chemicals,-8.55,9.185208333333334,0,13.650812124678296,0,21.7,1,3,DD,DuPont de Nemours,1928000000.0,1,3.29,1,Specialty Chemicals,0.3,0.9227586206896552,1,2.0191649269311065,1,,46.19%,0,4,9,15,60.0
DDD,3D Systems,9.44,7.0,-25.85,0,Overpriced,Significantly,25.85,1,,0,,62.24668954248366,0,Computer Hardware,99.56384615384616,0,1,DDD,3D Systems,,19.36111111111111,0,13.162481789802287,0,Computer Hardware,-4.3,24.80047619047619,0,13.650812124678296,0,-16.7,0,0,DDD,3D Systems,-127183000.0,0,5.26,1,Computer Hardware,0.71,0.3913333333333333,0,2.0191649269311065,1,,,0,2,3,15,20.0
DDI,DoubleDown Interactive Co.,9.35,16.42,75.61,1,Underpriced,Significantly,75.61,1,,0,,62.24668954248366,0,Electronic Gaming & Multimedia,40.20625,0,2,DDI,DoubleDown Interactive Co.,,27.0325,0,13.162481789802287,0,Electronic Gaming & Multimedia,,1.2274999999999994,0,13.650812124678296,0,-31.2,0,0,DDI,DoubleDown Interactive Co.,-313165000.0,0,2.97,1,Electronic Gaming & Multimedia,0.07,0.7636842105263157,1,2.0191649269311065,1,,,0,3,5,15,33.33
DDL,Dingdong (Cayman) Limited,3.31,7.5,126.59,1,Underpriced,Significantly,126.59,1,,0,,62.24668954248366,0,Grocery Stores,14.291999999999998,0,2,DDL,Dingdong (Cayman) Limited,,22.795714285714286,0,13.162481789802287,0,Grocery Stores,,5.847142857142857,0,13.650812124678296,0,-125.6,0,0,DDL,Dingdong (Cayman) Limited,-53019651.0,0,0.91,0,Grocery Stores,17.76,3.899090909090909,0,2.0191649269311065,0,,,0,0,2,15,13.33
DDOG,Datadog,95.75,102.76,7.32,1,Underpriced,Slightly,7.32,0,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,1,DDOG,Datadog,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,-6.2,0,0,DDOG,Datadog,-104079000.0,0,3.19,1,Software - Application,0.56,4.053584905660378,1,2.0191649269311065,1,,,0,3,4,15,26.67
DDS,Dillard's,332.85,250.67,-24.69,0,Overpriced,Significantly,24.69,1,335.0727845859876,1,6.81,62.24668954248366,0,Department Stores,61.43333333333334,0,2,DDS,Dillard's,42.97,-3.6733333333333342,1,13.162481789802287,1,Department Stores,1.52,-0.5599999999999999,1,13.650812124678296,0,53.1,1,4,DDS,Dillard's,1068647000.0,1,2.1,1,Department Stores,0.33,2.6499999999999995,1,2.0191649269311065,1,,42.97%,0,4,10,15,66.67
DE,Deere & Company,407.63,448.84,10.11,1,Underpriced,Slightly,10.11,0,226.1555228153344,0,13.7,62.24668954248366,0,Farm & Heavy Construction Machinery,31.45052631578947,0,1,DE,Deere & Company,39.82,13.820666666666666,1,13.162481789802287,1,Farm & Heavy Construction Machinery,12.27,6.877826086956522,1,13.650812124678296,0,43.1,1,4,DE,Deere & Company,13458000000.0,1,,0,Farm & Heavy Construction Machinery,2.59,0.8503571428571428,0,2.0191649269311065,0,49.93%,39.82%,0,1,6,15,40.0
DEA,Easterly Government Properties,14.83,16.58,11.8,1,Underpriced,Slightly,11.8,0,7.031318783243111,0,47.84,62.24668954248366,0,REIT - Office,33.86,0,1,DEA,Easterly Government Properties,28.06,-1.1157142857142857,1,13.162481789802287,1,REIT - Office,16.42,1.7008333333333334,1,13.650812124678296,1,2.2,0,4,DEA,Easterly Government Properties,68029000.0,1,,0,REIT - Office,0.96,1.1908,1,2.0191649269311065,1,33.60%,28.06%,0,3,8,15,53.33
DECA,Denali Capital Acquisition,10.66,,,0,,,,0,,0,34.39,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,DECA,Denali Capital Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,,0,0,DECA,Denali Capital Acquisition,-3865438.0,0,0.23,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
DECK,Deckers Outdoor,512.72,523.23,2.05,1,Underpriced,Slightly,2.05,0,171.51471127694185,0,26.47,62.24668954248366,0,Footwear & Accessories,16.322499999999998,0,1,DECK,Deckers Outdoor,40.17,18.092857142857145,1,13.162481789802287,1,Footwear & Accessories,13.77,23.951666666666668,0,13.650812124678296,1,31.7,1,4,DECK,Deckers Outdoor,652751000.0,1,3.84,1,Footwear & Accessories,0.14,1.1083333333333334,1,2.0191649269311065,1,26.28%,40.17%,1,5,10,15,66.67
DEI,Douglas Emmett,12.76,16.27,27.51,1,Underpriced,Significantly,27.51,1,11.896433921196907,0,25.02,62.24668954248366,0,REIT - Office,33.86,0,2,DEI,Douglas Emmett,-3.83,-1.1157142857142857,0,13.162481789802287,0,REIT - Office,3.95,1.7008333333333334,1,13.650812124678296,0,3.5,0,1,DEI,Douglas Emmett,239519000.0,1,,0,REIT - Office,2.09,1.1908,0,2.0191649269311065,0,-37.41%,-3.83%,0,1,4,15,26.67
DELL,Dell Technologies,49.67,51.0,2.68,1,Underpriced,Slightly,2.68,0,,0,18.89,62.24668954248366,0,Computer Hardware,99.56384615384616,0,1,DELL,Dell Technologies,-6.18,19.36111111111111,0,13.162481789802287,0,Computer Hardware,3.34,24.80047619047619,0,13.650812124678296,0,-62.6,0,0,DELL,Dell Technologies,5290000000.0,1,0.8,0,Computer Hardware,,0.3913333333333333,0,2.0191649269311065,0,-23.39%,-6.18%,1,2,3,15,20.0
DEN,Denbury,89.52,97.5,8.91,1,Underpriced,Slightly,8.91,0,87.53807156848121,0,8.49,62.24668954248366,0,Oil & Gas E&P,10.07987341772152,0,1,DEN,Denbury,88.65,38.765641025641024,1,13.162481789802287,1,Oil & Gas E&P,6.49,25.973432835820898,0,13.650812124678296,0,5.49,0,2,DEN,Denbury,647027000.0,1,0.71,0,Oil & Gas E&P,0.05,0.959342105263158,1,2.0191649269311065,1,153.11%,88.65%,1,4,7,15,46.67
DENN,Denny's,11.9,14.0,17.65,1,Underpriced,Slightly,17.65,0,,0,13.22,62.24668954248366,0,Restaurants,29.79771428571429,0,1,DENN,Denny's,8.81,6.191785714285714,1,13.162481789802287,0,Restaurants,-3.29,7.665999999999999,0,13.650812124678296,0,-115.3,0,1,DENN,Denny's,63454000.0,1,0.6,0,Restaurants,,7.250731707317074,0,2.0191649269311065,0,-21.07%,8.81%,1,2,4,15,26.67
DEO,Diageo,173.46,225.0,29.71,1,Underpriced,Significantly,29.71,1,50.9215743860316,0,22.15,62.24668954248366,0,Beverages - Wineries & Distilleries,31.87,0,2,DEO,Diageo,,4.146666666666667,0,13.162481789802287,0,Beverages - Wineries & Distilleries,,12.788333333333334,0,13.650812124678296,0,44.2,1,1,DEO,Diageo,5376829268.0,1,1.53,1,Beverages - Wineries & Distilleries,2.2,1.01375,0,2.0191649269311065,0,28.79%,,0,2,5,15,33.33
DERM,Journey Medical,2.26,3.0,32.74,1,Underpriced,Significantly,32.74,1,,0,,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,2,DERM,Journey Medical,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,,36.78283333333333,0,13.650812124678296,0,-179.7,0,0,DERM,Journey Medical,-36190000.0,0,0.79,0,Drug Manufacturers - Specialty & Generic,3.57,1.5526190476190476,0,2.0191649269311065,0,,,0,0,2,15,13.33
DESP,Despegar.com,7.01,8.5,21.26,1,Underpriced,Significantly,21.26,1,6.263189799159656,0,,62.24668954248366,0,Travel Services,32.362,0,2,DESP,Despegar.com,,3.3125,0,13.162481789802287,0,Travel Services,,-3.507692307692308,0,13.650812124678296,0,,0,0,DESP,Despegar.com,10463000.0,1,0.79,0,Travel Services,,3.561,0,2.0191649269311065,0,,,0,1,3,15,20.0
DFFN,Diffusion Pharmaceuticals,3.73,9.5,154.69,1,Underpriced,Significantly,154.69,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,DFFN,Diffusion Pharmaceuticals,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-69.5,0,0,DFFN,Diffusion Pharmaceuticals,-15684010.0,0,8.66,1,Biotechnology,,0.9478119349005424,0,2.0191649269311065,0,,,0,1,3,15,20.0
DFH,Dream Finders Homes,24.45,10.0,-59.1,0,Overpriced,Significantly,59.1,1,22.33366601372745,0,9.9,62.24668954248366,0,Residential Construction,6.770454545454545,0,1,DFH,Dream Finders Homes,,41.48823529411765,0,13.162481789802287,0,Residential Construction,,14.820526315789472,0,13.650812124678296,0,37.8,1,1,DFH,Dream Finders Homes,356983000.0,1,,0,Residential Construction,1.12,0.5423809523809524,0,2.0191649269311065,1,,,0,2,4,15,26.67
DFIN,Donnelley Financial Solutions,45.39,50.0,10.16,1,Underpriced,Slightly,10.16,0,27.25371813221109,0,15.54,62.24668954248366,0,Capital Markets,21.3659375,0,1,DFIN,Donnelley Financial Solutions,64.83,31.522727272727277,1,13.162481789802287,1,Capital Markets,-3.72,27.81722222222222,0,13.650812124678296,0,27.5,1,3,DFIN,Donnelley Financial Solutions,124500000.0,1,1.32,1,Capital Markets,0.83,1.859811320754717,1,2.0191649269311065,1,31.99%,64.83%,1,5,9,15,60.0
DFLI,Dragonfly Energy Holdings,2.79,12.33,341.94,1,Underpriced,Significantly,341.94,1,,0,,62.24668954248366,0,Electrical Equipment & Parts,20.11842105263158,0,2,DFLI,Dragonfly Energy Holdings,,13.155,0,13.162481789802287,0,Electrical Equipment & Parts,,11.652142857142858,0,13.650812124678296,0,-183.2,0,0,DFLI,Dragonfly Energy Holdings,-43554138.0,0,1.49,1,Electrical Equipment & Parts,0.81,1.16675,1,2.0191649269311065,1,,,0,3,5,15,33.33
DFS,Discover Financial Services,115.32,118.21,2.51,1,Underpriced,Slightly,2.51,0,137.2396095541079,1,7.77,62.24668954248366,0,Credit Services,24.72840909090909,0,2,DFS,Discover Financial Services,20.65,12.245185185185186,1,13.162481789802287,1,Credit Services,8.05,11.50904761904762,0,13.650812124678296,0,28.4,1,3,DFS,Discover Financial Services,5392000000.0,1,,0,Credit Services,1.27,4.3830188679245285,1,2.0191649269311065,1,30.45%,20.65%,0,3,8,15,53.33
DG,Dollar General,164.32,197.7,20.31,1,Underpriced,Significantly,20.31,1,80.37270670813918,0,15.49,62.24668954248366,0,Discount Stores,25.6675,0,2,DG,Dollar General,12.15,7.55125,1,13.162481789802287,0,Discount Stores,9.9,7.185555555555556,1,13.650812124678296,0,40.0,1,3,DG,Dollar General,3323003000.0,1,1.32,1,Discount Stores,3.03,1.6,0,2.0191649269311065,0,11.13%,12.15%,1,3,8,15,53.33
DGHI,Digihost Technology,1.48,2.5,68.92,1,Underpriced,Significantly,68.92,1,,0,,62.24668954248366,0,Software - Application,164.93469696969697,0,2,DGHI,Digihost Technology,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,-34.0,0,0,DGHI,Digihost Technology,-21809247.0,0,0.7,0,Software - Application,0.07,4.053584905660378,1,2.0191649269311065,1,,,0,2,4,15,26.67
DGICA,Donegal Group,15.28,,,0,,,,0,,0,,62.24668954248366,0,Insurance - Property & Casualty,101.15631578947368,0,0,DGICA,Donegal Group,,6.8613333333333335,0,13.162481789802287,0,Insurance - Property & Casualty,2.92,7.106285714285714,0,13.650812124678296,0,-2.0,0,0,DGICA,Donegal Group,-11702475.0,0,,0,Insurance - Property & Casualty,0.07,0.6131578947368421,1,2.0191649269311065,1,,,0,2,2,15,13.33
DGICB,Donegal Group,13.91,,,0,,,,0,,0,,62.24668954248366,0,Insurance - Property & Casualty,101.15631578947368,0,0,DGICB,Donegal Group,,6.8613333333333335,0,13.162481789802287,0,Insurance - Property & Casualty,2.92,7.106285714285714,0,13.650812124678296,0,-2.0,0,0,DGICB,Donegal Group,-11702475.0,0,,0,Insurance - Property & Casualty,0.07,0.6131578947368421,1,2.0191649269311065,1,,,0,2,2,15,13.33
DGII,Digi International,38.0,45.83,20.61,1,Underpriced,Significantly,20.61,1,15.643343555637296,0,50.67,62.24668954248366,0,Communication Equipment,26.672758620689656,0,2,DGII,Digi International,79.72,26.11470588235294,1,13.162481789802287,1,Communication Equipment,17.72,9.952,1,13.650812124678296,1,5.4,0,4,DGII,Digi International,44920000.0,1,2.02,1,Communication Equipment,0.48,1.6960655737704915,1,2.0191649269311065,1,50.50%,79.72%,1,5,11,15,73.33
DGLY,Digital Ally,4.59,15.0,226.8,1,Underpriced,Significantly,226.8,1,,0,,62.24668954248366,0,Security & Protection Services,33.82333333333333,0,2,DGLY,Digital Ally,,11.312499999999998,0,13.162481789802287,0,Security & Protection Services,23.83,5.599444444444444,1,13.650812124678296,1,-53.5,0,2,DGLY,Digital Ally,-29102729.0,0,1.23,1,Security & Protection Services,0.09,1.563,1,2.0191649269311065,1,,,0,3,7,15,46.67
DGX,Quest Diagnostics,138.6,148.67,7.27,1,Underpriced,Slightly,7.27,0,91.10722907530112,0,20.29,62.24668954248366,0,Diagnostics & Research,60.27,0,1,DGX,Quest Diagnostics,4.01,22.932,0,13.162481789802287,0,Diagnostics & Research,5.15,19.669302325581395,0,13.650812124678296,0,12.9,0,0,DGX,Quest Diagnostics,1220000000.0,1,1.34,1,Diagnostics & Research,0.76,1.1347540983606557,1,2.0191649269311065,1,5.54%,4.01%,0,4,5,15,33.33
DH,Definitive Healthcare,10.8,14.4,33.33,1,Underpriced,Significantly,33.33,1,,0,,62.24668954248366,0,Health Information Services,95.418,0,2,DH,Definitive Healthcare,,6.83,0,13.162481789802287,0,Health Information Services,,39.20904761904762,0,13.650812124678296,0,-1.0,0,0,DH,Definitive Healthcare,-42110000.0,0,2.96,1,Health Information Services,0.28,0.5213207547169811,1,2.0191649269311065,1,,,0,3,5,15,33.33
DHAC,Digital Health Acquisition,11.43,,,0,,,,0,5.685931712656371,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,DHAC,Digital Health Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,,0,0,DHAC,Digital Health Acquisition,-3759380.0,0,0.01,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
DHC,Diversified Healthcare Trust,2.57,,,0,,,,0,,0,,62.24668954248366,0,REIT - Healthcare Facilities,63.505,0,0,DHC,Diversified Healthcare Trust,,-0.3177777777777781,0,13.162481789802287,0,REIT - Healthcare Facilities,3.96,7.785333333333333,0,13.650812124678296,0,-11.5,0,0,DHC,Diversified Healthcare Trust,-91783000.0,0,,0,REIT - Healthcare Facilities,1.08,4.645,1,2.0191649269311065,1,,,0,2,2,15,13.33
DHCA,DHC Acquisition,10.24,,,0,,,,0,,0,56.88,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,DHCA,DHC Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-40.6,0,0,DHCA,DHC Acquisition,-4002455.0,0,0.04,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
DHI,D.R. Horton,116.4,114.63,-1.52,0,Overpriced,Slightly,1.52,0,142.30210223974836,1,7.85,62.24668954248366,0,Residential Construction,6.770454545454545,0,1,DHI,D.R. Horton,37.82,41.48823529411765,0,13.162481789802287,1,Residential Construction,17.45,14.820526315789472,1,13.650812124678296,1,26.5,1,4,DHI,D.R. Horton,6647100000.0,1,,0,Residential Construction,0.29,0.5423809523809524,1,2.0191649269311065,1,42.98%,37.82%,0,3,8,15,53.33
DHIL,Diamond Hill Investment Group,178.18,,,0,,,,0,135.72731900309486,0,12.4,62.24668954248366,0,Asset Management,42.88767123287671,0,0,DHIL,Diamond Hill Investment Group,-0.15,-0.9029824561403508,1,13.162481789802287,0,Asset Management,-0.23,7.635121951219513,0,13.650812124678296,0,26.2,1,2,DHIL,Diamond Hill Investment Group,56200005.0,1,,0,Asset Management,,1.8213684210526315,0,2.0191649269311065,0,7.40%,-0.15%,0,1,3,15,20.0
DHR,Danaher,241.8,284.53,17.67,1,Underpriced,Slightly,17.67,0,120.69175894631802,0,26.06,62.24668954248366,0,Diagnostics & Research,60.27,0,1,DHR,Danaher,20.78,22.932,0,13.162481789802287,1,Diagnostics & Research,14.09,19.669302325581395,0,13.650812124678296,1,14.0,0,2,DHR,Danaher,8310000000.0,1,1.89,1,Diagnostics & Research,0.39,1.1347540983606557,1,2.0191649269311065,1,28.24%,20.78%,0,4,7,15,46.67
DHT,DHT Holdings,8.74,11.0,25.86,1,Underpriced,Significantly,25.86,1,10.052089188614648,1,12.67,62.24668954248366,0,Oil & Gas Midstream,11.720851063829787,0,3,DHT,DHT Holdings,,18.29413793103448,0,13.162481789802287,0,Oil & Gas Midstream,8.28,14.556444444444445,0,13.650812124678296,0,11.3,0,0,DHT,DHT Holdings,139069000.0,1,3.48,1,Oil & Gas Midstream,0.38,2.313111111111111,1,2.0191649269311065,1,-5.52%,,0,4,7,15,46.67
DHX,DHI Group,4.02,7.67,90.8,1,Underpriced,Significantly,90.8,1,1.8336364471905915,0,57.43,62.24668954248366,0,Staffing & Employment Services,36.89842105263158,0,2,DHX,DHI Group,-28.32,12.528571428571428,0,13.162481789802287,0,Staffing & Employment Services,-4.99,3.0359090909090907,0,13.650812124678296,0,3.2,0,0,DHX,DHI Group,5505000.0,1,0.48,0,Staffing & Employment Services,0.53,0.716,1,2.0191649269311065,1,,-28.32%,0,3,5,15,33.33
DIBS,1stdibs.Com,3.61,6.0,66.2,1,Underpriced,Significantly,66.2,1,,0,,62.24668954248366,0,Internet Retail,84.58538461538463,0,2,DIBS,1stdibs.Com,,11.265999999999996,0,13.162481789802287,0,Internet Retail,,29.33217391304348,0,13.650812124678296,0,-16.3,0,0,DIBS,1stdibs.Com,-29327000.0,0,5.93,1,Internet Retail,0.17,3.060681818181818,1,2.0191649269311065,1,,,0,3,5,15,33.33
DICE,DICE Therapeutics,33.85,55.0,62.48,1,Underpriced,Significantly,62.48,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,DICE,DICE Therapeutics,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-22.0,0,0,DICE,DICE Therapeutics,-100938000.0,0,32.44,1,Biotechnology,0.02,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
DIN,Dine Brands Global,59.43,80.5,35.45,1,Underpriced,Significantly,35.45,1,,0,11.32,62.24668954248366,0,Restaurants,29.79771428571429,0,2,DIN,Dine Brands Global,,6.191785714285714,0,13.162481789802287,0,Restaurants,4.15,7.665999999999999,0,13.650812124678296,0,-27.1,0,0,DIN,Dine Brands Global,175054000.0,1,0.86,0,Restaurants,,7.250731707317074,0,2.0191649269311065,0,-1.12%,,0,1,3,15,20.0
DINO,HF Sinclair,46.0,59.0,28.26,1,Underpriced,Significantly,28.26,1,125.8419894334022,1,3.15,62.24668954248366,0,Oil & Gas Refining & Marketing,7.945,0,3,DINO,HF Sinclair,18.38,26.750833333333333,0,13.162481789802287,1,Oil & Gas Refining & Marketing,20.15,58.77444444444445,0,13.650812124678296,1,34.0,1,3,DINO,HF Sinclair,4325626000.0,1,2.1,1,Oil & Gas Refining & Marketing,0.39,3.178333333333333,1,2.0191649269311065,1,126.29%,18.38%,1,5,11,15,73.33
DIOD,Diodes,92.88,105.6,13.7,1,Underpriced,Slightly,13.7,0,74.97860399703676,0,12.97,62.24668954248366,0,Semiconductors,328.74357142857144,0,1,DIOD,Diodes,88.61,25.8856,1,13.162481789802287,1,Semiconductors,12.7,8.33470588235294,1,13.650812124678296,0,22.5,1,4,DIOD,Diodes,401562000.0,1,2.87,1,Semiconductors,0.08,0.497,1,2.0191649269311065,1,38.07%,88.61%,1,5,10,15,66.67
DIS,The Walt Disney Company,91.32,125.44,37.36,1,Underpriced,Significantly,37.36,1,52.06884947893428,0,40.59,62.24668954248366,0,Entertainment,49.265,0,2,DIS,The Walt Disney Company,-21.42,-4.768000000000001,0,13.162481789802287,0,Entertainment,8.85,18.83805555555556,0,13.650812124678296,0,4.3,0,0,DIS,The Walt Disney Company,6979000000.0,1,1.01,1,Entertainment,0.5,4.247804878048781,1,2.0191649269311065,1,-7.47%,-21.42%,0,4,6,15,40.0
DISA,Disruptive Acquisition Corporation I,10.25,,,0,,,,0,,0,60.29,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,DISA,Disruptive Acquisition Corporation I,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-49.2,0,0,DISA,Disruptive Acquisition Corporation I,-2018491.0,0,0.03,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
DISH,DISH Network,6.47,15.45,138.79,1,Underpriced,Significantly,138.79,1,50.19131928384405,1,1.97,62.24668954248366,0,Telecom Services,38.86371428571429,0,3,DISH,DISH Network,-3.94,-1.5838095238095244,0,13.162481789802287,0,Telecom Services,2.85,17.697551020408163,0,13.650812124678296,0,12.0,0,0,DISH,DISH Network,1818729000.0,1,0.77,0,Telecom Services,1.34,1.788103448275862,1,2.0191649269311065,1,16.40%,-3.94%,0,3,6,15,40.0
