Symbol,Company Name,Market Cap,Stock Price,Price Target,PT Diff. (%),Industry,PE Ratio,EPS,PEG Ratio,PB Ratio,Shares Out,Equity,Sector,EPS Growth,PS Ratio,Beta (1Y),ROE,Valuation,PT Diff in %,Score,Valuation1,Score1,PT Diff in % Absolute,BG_Value,Score2,Score3,PE_Market_avg,Score4,PE_Industry_group_avg
CJET,Chijet Motor Company,755732171,2.84,N/A,,Auto Manufacturers,,-0.29,,,266102877.0,-68579000.0,Consumer Discretionary,,50.51,,,N/A,,0,,0,,1.2967643035411258,0,0,62.24668954248366,0,26.01142857142857
CJJD,China Jo-Jo Drugstores,12559517,0.53,N/A,,Pharmaceutical Retailers,,-2.07,,0.7,23697202.0,18014011.0,Healthcare,,0.08,-0.13,-100.40%,N/A,,0,,0,,,0,0,62.24668954248366,0,704.46
CKPT,Checkpoint Therapeutics,48076208,2.78,29.8,971.94%,Biotechnology,,-5.98,,,17293600.0,-22179000.0,Healthcare,,274.72,1.47,,Underpriced,971.94,1,Significantly,1,971.94,13.136211334548989,1,0,62.24668954248366,0,22.024186046511627
CKX,CKX Lands,20060209,10.16,N/A,,Oil & Gas E&P,,-0.79,,1.13,1974430.0,17709245.0,Energy,,18.42,0.07,-9.10%,N/A,,0,,0,,,0,0,62.24668954248366,0,10.079873417721519
CL,Colgate-Palmolive Company,64523799040,77.78,85.92,10.47%,Household & Personal Products,40.51,1.92,3.74,,829568000.0,-6000000.0,Consumer Staples,-20.33%,3.52,0.49,539.40%,Underpriced,10.47,1,Slightly,0,10.47,,0,0,62.24668954248366,0,52.93631578947368
CLAR,Clarus,298266206,8.02,17.2,114.46%,Leisure,,-1.97,6.05,1.02,37190300.0,292892000.0,Consumer Discretionary,,0.69,0.95,-22.30%,Underpriced,114.46,1,Significantly,1,114.46,,0,0,62.24668954248366,0,26.9275
CLAY,Chavant Capital Acquisition,31673484,10.96,N/A,,Shell Companies,,-0.46,,,2856040.0,-2718779.0,Financials,,,,,N/A,,0,,0,,3.1388819702863993,0,0,62.24668954248366,0,132.68085501858738
CLB,Core Laboratories,1055548728,22.62,22.3,-1.41%,Oil & Gas Equipment & Services,44.35,0.51,0.49,5.4,46664400.0,195386000.0,Energy,142.86%,2.1,2.67,13.00%,Overpriced,-1.41,0,Slightly,0,1.41,6.931547840550255,0,0,62.24668954248366,0,26.985882352941175
CLBK,Columbia Financial,1971240300,18.63,24.0,28.82%,Banks - Regional,23.58,0.79,,1.9,105810000.0,1038890000.0,Financials,-10.23%,6.75,0.19,8.10%,Underpriced,28.82,1,Significantly,1,28.82,13.210712171415487,0,0,62.24668954248366,0,11.796324786324787
CLBR,Colombier Acquisition,219074990,10.16,N/A,,Shell Companies,145.14,0.07,,,21562499.0,-7875520.0,Financials,-36.36%,,,-22.90%,N/A,,0,,0,,,0,1,62.24668954248366,1,132.68085501858738
CLBT,Cellebrite DI,1251856700,6.43,7.67,19.29%,Software - Infrastructure,53.58,0.12,,31.81,194690000.0,39357000.0,Technology,-80.36%,4.48,1.16,40.80%,Underpriced,19.28,1,Slightly,0,19.28,0.7387900758034069,0,0,62.24668954248366,0,91.06395348837209
CLCO,Cool Company,751101583,13.99,N/A,,Marine Shipping,6.6,2.12,,1.16,53688462.0,646557000.0,Industrials,,3.53,,,N/A,,0,,0,,23.96746583724384,1,0,62.24668954248366,0,4.0184848484848485
CLDT,Chatham Lodging Trust,468527122,9.59,15.0,56.41%,REIT - Hotel & Motel,68.5,0.14,3.13,0.6,48855800.0,784710000.0,Real Estate,,1.52,1.8,0.80%,Underpriced,56.41,1,Significantly,1,56.41,7.1129835756086175,0,1,62.24668954248366,1,30.103076923076927
CLDX,Celldex Therapeutics,1685969200,35.68,65.4,83.30%,Biotechnology,,-2.53,,5.57,47252500.0,302740000.0,Healthcare,,535.23,2.13,-35.40%,Underpriced,83.3,1,Significantly,1,83.3,,0,0,62.24668954248366,0,22.024186046511627
CLEU,China Liberal Education Holdings,31598300,1.0,N/A,,Education & Training Services,,-0.07,,0.51,31598300.0,62484301.0,Consumer Staples,,2.72,1.3,-3.20%,N/A,,0,,0,,,0,0,62.24668954248366,0,47.4225
CLF,Cleveland-Cliffs,8483351262,16.47,20.04,21.68%,Steel,18.1,0.91,-0.22,1.12,515079008.0,7546000000.0,Materials,-86.68%,0.38,2.2,6.60%,Underpriced,21.68,1,Significantly,1,21.68,17.31942343983434,1,0,62.24668954248366,0,10.715789473684211
CLFD,Clearfield,757198632,49.64,87.4,76.07%,Communication Equipment,13.03,3.81,,2.48,15253800.0,305399000.0,Technology,60.08%,2.34,1.32,24.60%,Underpriced,76.07,1,Significantly,1,76.07,41.42843505717577,0,0,62.24668954248366,0,26.672758620689656
CLGN,CollPlant Biotechnologies,85868536,7.54,16.88,123.87%,Biotechnology,,-1.51,,2.87,11388400.0,29890000.0,Healthcare,,128.93,0.64,-48.80%,Underpriced,123.87,1,Significantly,1,123.87,,0,0,62.24668954248366,0,22.024186046511627
CLH,Clean Harbors,8476489347,156.67,152.22,-2.84%,Waste Management,19.44,8.06,188.43,4.28,54104100.0,1980044000.0,Industrials,94.22%,1.6,1.37,23.50%,Overpriced,-2.84,0,Slightly,0,2.84,81.46688522455332,0,0,62.24668954248366,0,34.87
CLIN,Clean Earth Acquisitions,329764219,10.4,N/A,,Shell Companies,,-0.06,,,31708098.0,-7459998.0,Financials,,,,-26.70%,N/A,,0,,0,,0.5635742527509202,0,0,62.24668954248366,0,132.68085501858738
CLIR,ClearSign Technologies,55891120,1.45,6.0,313.79%,Pollution & Treatment Controls,,-0.15,,6.51,38545600.0,8587000.0,Industrials,,44.08,1.05,-58.20%,Underpriced,313.79,1,Significantly,1,313.79,,0,0,62.24668954248366,0,63.970000000000006
CLLS,Cellectis,120699806,2.1,11.67,455.71%,Biotechnology,,-2.42,,0.97,57476098.0,124704781.0,Healthcare,,4.33,2.03,-77.70%,Underpriced,455.71,1,Significantly,1,455.71,,0,0,62.24668954248366,0,22.024186046511627
CLM,Cornerstone Strategic Value Fund,1767852240,8.13,N/A,,Asset Management,,,,1.26,217448000.0,1400339974.0,Financials,,,,,N/A,,0,,0,,,0,0,62.24668954248366,0,42.887671232876706
CLMB,Climb Global Solutions,215095058,47.24,60.0,27.01%,Electronics & Computer Distribution,16.07,2.94,0.52,3.36,4553240.0,64093000.0,Technology,25.11%,0.68,0.91,22.60%,Underpriced,27.01,1,Significantly,1,27.01,30.51475961449709,0,0,62.24668954248366,0,12.782222222222222
CLMT,"Calumet Specialty Products Partners,",1246549959,15.59,22.7,45.61%,Oil & Gas E&P,,-0.51,2.71,,79958304.0,-526100000.0,Energy,,0.27,2.04,,Underpriced,45.61,1,Significantly,1,45.61,8.689178344282025,0,0,62.24668954248366,0,10.079873417721519
CLNE,Clean Energy Fuels,983024280,4.41,8.75,98.41%,Oil & Gas Refining & Marketing,,-0.32,2.42,1.41,222908000.0,696426000.0,Energy,,2.1,2.12,-10.20%,Underpriced,98.41,1,Significantly,1,98.41,,0,0,62.24668954248366,0,7.945
CLNN,Clene,66799446,0.85,9.0,956.21%,Biotechnology,,-0.39,,,78393904.0,-1627000.0,Healthcare,,121.45,0.36,,Underpriced,958.82,1,Significantly,1,958.82,0.4267526166198362,0,0,62.24668954248366,0,22.024186046511627
CLOE,Clover Leaf Capital,66657231,11.25,N/A,,Shell Companies,,-0.01,,,5898870.0,-7882665.0,Financials,,,,,N/A,,0,,0,,0.5483317348459852,0,0,62.24668954248366,0,132.68085501858738
CLOV,Clover Health Investments,435450432,0.9,1.89,109.49%,Healthcare Plans,,-0.7,,1.35,482653992.0,323107000.0,Healthcare,,0.14,1.98,-89.70%,Underpriced,110.0,1,Significantly,1,110.0,,0,0,62.24668954248366,0,19.19142857142857
CLPR,Clipper Realty,232245699,5.48,9.0,64.23%,REIT - Residential,,-0.45,,23.22,42380602.0,10004000.0,Real Estate,,1.77,1.07,-41.00%,Underpriced,64.23,1,Significantly,1,64.23,,0,0,62.24668954248366,0,42.836
CLPS,CLPS Incorporation,31422713,1.33,N/A,,Information Technology Services,,-0.05,,0.46,23626100.0,69025206.0,Technology,,0.21,2.2,-0.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,32.660810810810815
CLPT,ClearPoint Neuro,162489003,6.61,14.0,111.80%,Medical Devices,,-0.74,,4.99,24582300.0,32580000.0,Healthcare,,7.75,1.18,-47.50%,Underpriced,111.8,1,Significantly,1,111.8,,0,0,62.24668954248366,0,1044.0974193548386
CLRB,Cellectar Biosciences,20065451,2.06,29.5,1332.04%,Biotechnology,,-3.81,,2.74,9740510.0,7334461.0,Healthcare,,,1.18,-222.60%,Underpriced,1332.04,1,Significantly,1,1332.04,,0,0,62.24668954248366,0,22.024186046511627
CLRC,ClimateRock,49158665,10.6,N/A,,Shell Companies,,-0.02,,,4664010.0,-3736592.0,Financials,,,,,N/A,,0,,0,,0.6004327332464487,0,0,62.24668954248366,0,132.68085501858738
CLRO,ClearOne,23237126,0.97,N/A,,Communication Equipment,1.09,0.89,4.74,0.32,23955800.0,73326000.0,Technology,,1.06,1.01,34.90%,N/A,,0,,0,,7.829065388310425,1,0,62.24668954248366,0,26.672758620689656
CLS,Celestica,1681900540,14.24,14.3,0.42%,Electronic Components,11.21,1.21,19.42,1.02,118110993.0,1655500000.0,Technology,32.97%,0.22,2.17,9.20%,Underpriced,0.42,1,Slightly,0,0.42,19.53454843207907,1,0,62.24668954248366,0,24.471666666666668
CLSD,Clearside Biomedical,91265828,1.48,6.0,305.40%,Biotechnology,,-0.57,,33.8,61666100.0,2700000.0,Healthcare,,92.75,2.09,-242.30%,Underpriced,305.41,1,Significantly,1,305.41,,0,0,62.24668954248366,0,22.024186046511627
CLSK,CleanSpark,437225560,3.88,7.75,99.74%,Software - Application,,-2.36,,0.92,112687000.0,473881000.0,Technology,,3.43,3.29,-28.30%,Underpriced,99.74,1,Significantly,1,99.74,,0,0,62.24668954248366,0,164.93469696969697
CLST,Catalyst Bancorp,54645800,11.0,N/A,,Banks - Regional,122.22,0.09,,0.63,4967800.0,86126000.0,Financials,,5.99,,0.40%,N/A,,0,,0,,5.925126146492232,0,1,62.24668954248366,1,11.796324786324787
CLVR,Clever Leaves Holdings,11379800,0.25,2.28,812.00%,Drug Manufacturers - Specialty & Generic,,-1.3,,0.31,45519200.0,36770000.0,Healthcare,,0.69,1.36,-93.60%,Underpriced,812.0,1,Significantly,1,812.0,,0,0,62.24668954248366,0,42.62173913043478
CLVT,Clarivate,6142694469,9.09,12.4,36.41%,Information Technology Services,,-6.14,6.16,0.88,675763968.0,6959300000.0,Technology,,2.34,1.1,-52.60%,Underpriced,36.41,1,Significantly,1,36.41,,0,0,62.24668954248366,0,32.660810810810815
CLW,Clearwater Paper,528803538,31.26,47.0,50.35%,Paper & Paper Products,10.05,3.11,4.05,0.89,16916300.0,592000000.0,Materials,,0.25,0.81,9.30%,Underpriced,50.35,1,Significantly,1,50.35,49.485688574862706,1,0,62.24668954248366,0,7.1325
CLWT,Euro Tech Holdings Company,12666753,1.64,N/A,,Pollution & Treatment Controls,32.8,0.05,,0.92,7723630.0,13772000.0,Industrials,-50.00%,0.85,0.84,2.70%,N/A,,0,,0,,1.416328642038438,0,0,62.24668954248366,0,63.970000000000006
CLX,The Clorox Company,19336603500,156.54,148.38,-5.21%,Household & Personal Products,265.32,0.59,2.04,6445.53,123525000.0,3000000.0,Consumer Staples,-84.10%,2.7,0.28,24.50%,Overpriced,-5.21,0,Slightly,0,5.21,0.5678066322126745,0,1,62.24668954248366,1,52.93631578947368
CM,Canadian Imperial Bank of Commerce,40518044400,44.15,70.0,58.55%,Banks - Diversified,11.4,3.87,4.11,1.06,917736000.0,38276865672.0,Financials,-26.28%,2.4,1.02,9.40%,Underpriced,58.55,1,Significantly,1,58.55,60.263734563621405,1,0,62.24668954248366,0,8.884
CMA,Comerica,5585441400,42.42,62.01,46.18%,Banks - Regional,4.47,9.5,0.32,0.93,131670000.0,5994000000.0,Financials,30.67%,1.5,1.18,22.20%,Underpriced,46.18,1,Significantly,1,46.18,98.64339552407694,1,0,62.24668954248366,0,11.796324786324787
CMAX,CareMax,385357500,3.46,6.75,95.09%,Health Information Services,,-0.97,,0.71,111375000.0,539763000.0,Healthcare,,0.58,1.73,-19.50%,Underpriced,95.09,1,Significantly,1,95.09,,0,0,62.24668954248366,0,95.41799999999999
CMBM,Cambium Networks,434096784,15.84,28.5,79.92%,Communication Equipment,17.03,0.93,1.11,2.85,27405100.0,152536000.0,Technology,66.07%,1.39,0.81,19.10%,Underpriced,79.92,1,Significantly,1,79.92,10.79203175478465,0,0,62.24668954248366,0,26.672758620689656
CMC,Commercial Metals Company,5598192600,47.8,53.0,10.88%,Steel,5.53,8.65,12.25,1.48,117117000.0,3782961000.0,Materials,18.01%,0.61,1.25,30.20%,Underpriced,10.88,1,Slightly,0,10.88,79.28760055266272,1,0,62.24668954248366,0,10.715789473684211
CMCA,Capitalworks Emerging Markets Acquisition,105055188,10.51,N/A,,Shell Companies,,-0.01,,,9998400.0,-9009919.0,Financials,,,,-112.80%,N/A,,0,,0,,0.4502839308691171,0,0,62.24668954248366,0,132.68085501858738
CMCL,Caledonia Mining Corporation,259998755,13.55,N/A,,Gold,21.51,0.6,,1.09,19188100.0,237893000.0,Materials,-61.54%,1.91,0.78,3.60%,N/A,,0,,0,,12.937242811037558,0,0,62.24668954248366,0,61.23947368421052
CMCM,Cheetah Mobile,66438396,2.29,N/A,,Internet Content & Information,,-2.6,18.25,0.15,29012400.0,435198135.0,Communication Services,,0.52,1.17,-16.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,31.845
CMCO,Columbus McKinnon,1185530274,41.27,44.0,6.62%,Farm & Heavy Construction Machinery,24.57,1.68,0.46,1.42,28726200.0,833797000.0,Industrials,61.54%,1.27,1.22,6.00%,Underpriced,6.61,1,Slightly,0,6.61,33.12355748981004,0,0,62.24668954248366,0,31.45052631578947
CMCSA,Comcast,171366454682,41.2,45.13,9.54%,Telecom Services,31.45,1.31,0.73,2.08,4159379968.0,82421000000.0,Communication Services,-57.74%,1.43,1.0,6.80%,Underpriced,9.54,1,Slightly,0,9.54,24.167490061284955,0,0,62.24668954248366,0,38.86371428571429
CMCT,Creative Media & Community Trust,110278815,4.85,7.0,44.33%,REIT - Office,,-1.55,,0.29,22737900.0,373932000.0,Real Estate,,1.04,0.5,-9.60%,Underpriced,44.33,1,Significantly,1,44.33,,0,0,62.24668954248366,0,33.86
CME,CME Group,66227130123,184.11,210.0,14.06%,Financial Data & Stock Exchanges,23.36,7.88,4.69,2.42,359715008.0,27384400000.0,Financials,3.14%,12.95,0.42,10.20%,Underpriced,14.06,1,Slightly,0,14.06,116.17875116667607,0,0,62.24668954248366,0,86.348
CMG,Chipotle Mexican Grill,56087856216,2032.92,2051.15,0.90%,Restaurants,54.99,36.97,1.21,22.6,27589800.0,2481685000.0,Consumer Discretionary,53.72%,6.24,1.34,44.30%,Underpriced,0.9,1,Slightly,0,0.9,273.5363427923991,0,0,62.24668954248366,0,29.79771428571429
CMI,Cummins,33376547400,235.81,247.38,4.91%,Specialty Industrial Machinery,13.29,17.75,1.57,3.47,141540000.0,9623000000.0,Industrials,31.87%,1.11,1.01,28.30%,Underpriced,4.91,1,Slightly,0,4.91,164.7806019478503,0,0,62.24668954248366,0,42.107894736842105
CMLS,Cumulus Media,55347400,3.1,9.0,190.32%,Broadcasting,,-0.3,0.54,0.14,17854000.0,385132000.0,Communication Services,,0.06,1.49,-1.10%,Underpriced,190.32,1,Significantly,1,190.32,,0,0,62.24668954248366,0,7.377
CMMB,Chemomab Therapeutics,18895158,1.71,N/A,,Biotechnology,,-2.76,,0.68,11049800.0,27954000.0,Healthcare,,,-0.23,-77.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
CMND,Clearmind Medicine,3014119,0.54,N/A,,Biotechnology,,-3.62,,1.19,5587910.0,2526379.0,Healthcare,,,1.43,-450.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
CMP,Compass Minerals International,1448926146,35.22,50.0,41.97%,Other Industrial Metals & Mining,,-0.99,1.42,2.99,41139300.0,485400000.0,Materials,,1.18,1.57,-9.60%,Underpriced,41.96,1,Significantly,1,41.96,,0,0,62.24668954248366,0,13.131818181818181
CMPO,CompoSecure,548742586,7.0,13.25,89.29%,Metal Fabrication,7.0,1.0,,,78391798.0,-887742000.0,Industrials,,1.41,0.85,-1.80%,Underpriced,89.29,1,Significantly,1,89.29,,0,0,62.24668954248366,0,23.05
CMPR,Cimpress,1419583211,53.93,67.0,24.24%,Advertising Agencies,,-9.36,-9.11,,26322700.0,-662417000.0,Communication Services,,0.47,1.68,,Underpriced,24.24,1,Significantly,1,24.24,72.79971868333008,1,0,62.24668954248366,0,42.89111111111111
CMPS,COMPASS Pathways,350830873,7.69,52.75,585.96%,Medical Care Facilities,,-2.23,,2.17,45621700.0,161644000.0,Healthcare,,,2.5,-49.60%,Underpriced,585.96,1,Significantly,1,585.96,,0,0,62.24668954248366,0,27.51
CMPX,Compass Therapeutics,390906630,3.09,9.06,193.20%,Biotechnology,,-0.36,,2.23,126507000.0,175265000.0,Healthcare,,,0.37,-26.60%,Underpriced,193.2,1,Significantly,1,193.2,,0,0,62.24668954248366,0,22.024186046511627
CMRA,Comera Life Sciences Holdings,11194930,0.5,N/A,,Biotechnology,,-1.38,,,22305100.0,-5264844.0,Healthcare,,12.03,0.95,,N/A,,0,,0,,2.7072070267733253,1,0,62.24668954248366,0,22.024186046511627
CMRE,Costamare,1131310350,9.21,11.33,23.02%,Marine Shipping,2.1,4.49,-0.8,0.5,122835000.0,2268819000.0,Industrials,20.70%,1.03,1.36,26.60%,Underpriced,23.02,1,Significantly,1,23.02,43.1969704869475,1,0,62.24668954248366,0,4.0184848484848485
CMRX,Chimerix,125788712,1.42,8.33,486.62%,Biotechnology,0.71,2.01,,0.52,88583600.0,240311000.0,Healthcare,,3.69,1.15,87.90%,Underpriced,486.62,1,Significantly,1,486.62,11.076420893639693,1,0,62.24668954248366,0,22.024186046511627
CMS,CMS Energy,17715185440,60.74,66.27,9.10%,Utilities - Regulated Electric,26.07,2.33,3.0,2.5,291656000.0,7080000000.0,Utilities,-50.00%,2.08,0.36,9.70%,Underpriced,9.1,1,Slightly,0,9.1,35.67388358899547,0,0,62.24668954248366,0,21.315454545454543
CMT,Core Molding Technologies,161906524,19.24,22.0,14.35%,Specialty Chemicals,11.66,1.65,,1.32,8415100.0,122733000.0,Materials,184.48%,0.42,1.79,12.50%,Underpriced,14.35,1,Slightly,0,14.35,23.26935072478181,1,0,62.24668954248366,0,18.675869565217393
CMTG,Claros Mortgage Trust,1601010320,11.57,14.5,25.32%,REIT - Mortgage,13.61,0.85,,0.66,138376000.0,2444154000.0,Real Estate,-18.27%,5.37,,4.80%,Underpriced,25.32,1,Significantly,1,25.32,18.379539199683226,1,0,62.24668954248366,0,16.103125
CMTL,Comtech Telecommunications,234505281,8.41,12.0,42.69%,Communication Equipment,,-1.28,3.8,0.53,27884100.0,440854000.0,Technology,,0.44,1.75,-7.80%,Underpriced,42.69,1,Significantly,1,42.69,,0,0,62.24668954248366,0,26.672758620689656
CNA,CNA Financial,10430588156,38.51,41.0,6.47%,Insurance - Property & Casualty,11.96,3.22,4.21,1.2,270854016.0,8667000000.0,Financials,-25.98%,0.86,0.68,10.10%,Underpriced,6.47,1,Slightly,0,6.47,48.1488538516084,1,0,62.24668954248366,0,101.15631578947368
CNC,Centene,36032174116,65.66,92.19,40.41%,Healthcare Plans,24.5,2.68,0.98,1.44,548769024.0,25042000000.0,Healthcare,6.35%,0.25,0.56,5.90%,Underpriced,40.41,1,Significantly,1,40.41,52.45638608726902,0,0,62.24668954248366,0,19.19142857142857
CNDA,Concord Acquisition Corp II,358875040,10.25,N/A,,Shell Companies,29.29,0.35,,,35012199.0,-9770481.0,Financials,66.67%,,,-114.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
CNDB,Concord Acquisition Corp III,131588311,10.39,N/A,,Shell Companies,25.34,0.41,,,12664900.0,-15111930.0,Financials,-52.87%,,,-109.50%,N/A,,0,,0,,,0,0,62.24668954248366,0,132.68085501858738
CNDT,Conduent,733968507,3.36,N/A,,Information Technology Services,,-1.54,,0.79,218443008.0,929000000.0,Technology,,0.19,1.78,-30.30%,N/A,,0,,0,,,0,0,62.24668954248366,0,32.660810810810815
CNET,ZW Data Action Technologies,9293818,1.29,N/A,,Advertising Agencies,,-1.43,,0.85,7204510.0,10882000.0,Communication Services,,0.37,0.75,-68.80%,N/A,,0,,0,,,0,0,62.24668954248366,0,42.89111111111111
CNEY,CN Energy Group.,10747670,0.2,N/A,,Specialty Chemicals,2.04,0.1,,0.17,52814102.0,63782326.0,Materials,-56.52%,0.27,0.32,3.50%,N/A,,0,,0,,1.648414725961161,1,0,62.24668954248366,0,18.675869565217393
CNF,CNFinance Holdings,205060778,2.99,N/A,,Mortgage Finance,6.5,0.26,,0.35,68582200.0,585824017.0,Financials,350.00%,2.71,0.26,3.60%,N/A,,0,,0,,7.068964701778972,1,0,62.24668954248366,0,16.565454545454546
CNFR,Conifer Holdings,20901159,1.71,1.7,-0.58%,Insurance - Property & Casualty,,-0.66,-0.8,0.94,12222900.0,22292000.0,Financials,,0.2,0.86,-36.60%,Overpriced,-0.58,0,Slightly,0,0.58,,0,0,62.24668954248366,0,101.15631578947368
CNGL,Canna-Global Acquisition,95877778,10.7,N/A,,Shell Companies,107.0,0.1,,,8960540.0,-9472683.0,Financials,,,,-16.10%,N/A,,0,,0,,,0,1,62.24668954248366,0,132.68085501858738
CNHI,CNH Industrial,19433438403,14.53,18.94,30.35%,Farm & Heavy Construction Machinery,8.97,1.59,31.71,2.65,1337469952.0,7324000000.0,Industrials,30.33%,0.8,1.68,31.50%,Underpriced,30.35,1,Significantly,1,30.35,13.996581332452024,0,0,62.24668954248366,0,31.45052631578947
CNI,Canadian National Railway Company,78792480000,118.95,130.77,9.94%,Railroads,20.6,5.78,2.28,5.21,662400000.0,15115217391.0,Industrials,16.52%,6.14,0.68,25.20%,Underpriced,9.94,1,Slightly,0,9.94,54.47562419828523,0,0,62.24668954248366,0,23.333750000000002
CNK,Cinemark Holdings,2072921950,17.05,17.59,3.17%,Entertainment,,-1.67,1.66,18.2,121579000.0,113900000.0,Communication Services,,0.8,2.31,-127.80%,Underpriced,3.17,1,Slightly,0,3.17,,0,0,62.24668954248366,0,49.265
CNM,Core & Main,6602755960,28.57,33.4,16.91%,Industrial Distribution,13.41,2.13,,4.06,231108014.0,1628000000.0,Industrials,104.81%,1.0,,22.10%,Underpriced,16.91,1,Slightly,0,16.91,18.373875034145676,0,0,62.24668954248366,0,128.738125
CNMD,CONMED,4147233692,135.64,124.57,-8.16%,Medical Devices,,-3.2,5.29,5.51,30575300.0,752453000.0,Healthcare,,3.77,1.38,-13.00%,Overpriced,-8.16,0,Slightly,0,8.16,,0,0,62.24668954248366,0,1044.0974193548386
CNNE,Cannae Holdings,1526736408,19.96,33.5,67.84%,Restaurants,,-2.27,,0.56,76489800.0,2725400000.0,Consumer Discretionary,,2.35,0.87,-6.80%,Underpriced,67.84,1,Significantly,1,67.84,,0,0,62.24668954248366,0,29.79771428571429
CNO,CNO Financial Group,2634742000,23.0,25.8,12.17%,Insurance - Life,9.43,2.44,1.58,1.3,114554000.0,2031800000.0,Financials,-35.62%,0.7,1.15,15.50%,Underpriced,12.17,1,Slightly,0,12.17,31.204808446539776,1,0,62.24668954248366,0,70.66466666666666
CNOB,ConnectOne Bancorp,668787237,17.07,26.67,56.24%,Banks - Regional,5.99,2.85,1.83,0.56,39179100.0,1190970000.0,Financials,-9.52%,2.27,1.11,9.70%,Underpriced,56.24,1,Significantly,1,56.24,44.150626673148736,1,0,62.24668954248366,0,11.796324786324787
CNP,CenterPoint Energy,18413425987,29.18,32.25,10.52%,Utilities - Regulated Electric,23.16,1.26,3.33,1.78,631028992.0,10356000000.0,Utilities,-50.39%,1.97,0.89,7.90%,Underpriced,10.52,1,Slightly,0,10.52,21.569888296162315,0,0,62.24668954248366,0,21.315454545454543
CNQ,Canadian Natural Resources,60045613640,55.01,69.0,25.43%,Oil & Gas E&P,8.92,6.17,12.75,2.15,1091539968.0,27960144928.0,Energy,7.31%,2.06,2.05,25.00%,Underpriced,25.43,1,Significantly,1,25.43,59.63259777129619,1,0,62.24668954248366,0,10.079873417721519
CNS,Cohen & Steers,2999102338,61.06,68.0,11.37%,Asset Management,18.34,3.33,44.87,8.9,49117300.0,336982000.0,Financials,-19.95%,5.57,1.32,51.40%,Underpriced,11.37,1,Slightly,0,11.37,22.672503877962548,0,0,62.24668954248366,0,42.887671232876706
CNSL,Consolidated Communications Holdings,431601300,3.7,4.75,28.38%,Telecom Services,2.42,1.53,18.11,0.65,116649000.0,665972000.0,Communication Services,,0.37,1.24,28.10%,Underpriced,28.38,1,Significantly,1,28.38,14.019239318141759,1,0,62.24668954248366,0,38.86371428571429
CNSP,CNS Pharmaceuticals,8949614,2.16,N/A,,Biotechnology,,-11.71,,2.56,4143340.0,3491831.0,Healthcare,,,1.12,-220.90%,N/A,,0,,0,,,0,0,62.24668954248366,0,22.024186046511627
